village,gram_panchayat,tehsil,district,member_list,cfr_boundary_description,cfr_map_attached,khasra_numbers,bordering_villages,frc_formed,gramsabha_meeting_frequency,major_nftps_collected,seasonal_income_forest_percent,forest_condition,fire_incidents_5yrs,water_availability_in_forest,water_supply_coverage,electricity_supply_coverage,road_access_condition
Jhabua Kheda,GP Ghughri,Pali,Sheopur,No,Boundary segment 9645,No,Khasra 59,Jhabua Kheda,Yes,Rare,Honey,74.33,Degraded,Yes,Medium,Partial,Full,Good
Baiga Chak,GP Jobat,Pati,Umaria,Yes,Boundary segment 9646,Yes,Khasra 420,Alirajpur Falia,Yes,Monthly,Multiple,40.07,Good,No,High,None,None,Good
Alirajpur Falia,GP Niwas,Pali,Sheopur,No,Boundary segment 9647,No,Khasra 184,Alirajpur Falia,Yes,Quarterly,Bamboo,63.4,Degraded,No,Medium,None,Partial,Poor
Jhabua Kheda,GP Pati,Pati,Anuppur,No,Boundary segment 9648,No,Khasra 145,Korku Pada,Yes,Quarterly,Lac,44.91,Degraded,No,Low,None,Partial,Moderate
Baiga Chak,GP Ghughri,Bajag,Umaria,No,Boundary segment 9649,Yes,Khasra 141,Gondwadi,No,Quarterly,Mahua,25.8,Moderate,Yes,High,None,Full,Moderate
Gondwadi,GP Niwas,Jobat,Dindori,Yes,Boundary segment 9650,No,Khasra 423,Baiga Chak,Yes,Quarterly,Tendu Leaves,64.55,Moderate,Yes,Low,Full,Full,Moderate
Barwani Tola,GP Ghughri,Sendhwa,Sheopur,No,Boundary segment 9651,No,Khasra 297,Alirajpur Falia,No,Monthly,Bamboo,29,Good,No,Medium,None,Full,Moderate
Korku Pada,GP Niwas,Bajag,Sheopur,No,Boundary segment 9652,Yes,Khasra 364,Barwani Tola,No,Monthly,Tendu Leaves,49.43,Degraded,Yes,High,None,None,Good
Korku Pada,GP Bajag,Sendhwa,Sheopur,Yes,Boundary segment 9653,Yes,Khasra 284,Sheopur Pada,Yes,Monthly,Tendu Leaves,5.43,Moderate,No,Medium,None,None,Poor
Korku Pada,GP Jobat,Ghughri,Dindori,Yes,Boundary segment 9654,Yes,Khasra 188,Gondwadi,Yes,Quarterly,Bamboo,15.48,Good,Yes,High,Partial,None,Good
Sheopur Pada,GP Bajag,Niwas,Mandla,No,Boundary segment 9655,Yes,Khasra 75,Baiga Chak,Yes,Rare,Lac,51.99,Moderate,Yes,Medium,None,None,Moderate
Barwani Tola,GP Ghughri,Bajag,Mandla,Yes,Boundary segment 9656,Yes,Khasra 388,Alirajpur Falia,Yes,Quarterly,Bamboo,4.45,Degraded,Yes,Medium,Partial,Full,Good
Korku Pada,GP Ghughri,Jobat,Anuppur,No,Boundary segment 9657,No,Khasra 439,Baiga Chak,Yes,Quarterly,Honey,58.07,Moderate,Yes,High,None,Full,Moderate
Baiga Chak,GP Pushparajgarh,Jobat,Anuppur,Yes,Boundary segment 9658,Yes,Khasra 421,Alirajpur Falia,No,Rare,Multiple,58.66,Moderate,No,Medium,Full,Partial,Poor
Dindori Gaon,GP Ghughri,Pati,Alirajpur,Yes,Boundary segment 9659,No,Khasra 170,Baiga Chak,No,Rare,Multiple,12.05,Good,No,High,Partial,Full,Good
Barwani Tola,GP Ghughri,Jobat,Dindori,No,Boundary segment 9660,No,Khasra 222,Korku Pada,No,Rare,Honey,52.64,Degraded,No,High,None,Partial,Good
Sheopur Pada,GP Jobat,Ghughri,Alirajpur,No,Boundary segment 9661,Yes,Khasra 269,Gondwadi,Yes,Quarterly,Lac,39.93,Moderate,No,Medium,Full,Full,Poor
Mandla Pur,GP Niwas,Jobat,Umaria,Yes,Boundary segment 9662,Yes,Khasra 316,Gondwadi,Yes,Rare,Lac,58.14,Moderate,Yes,High,None,None,Poor
Barwani Tola,GP Bajag,Ghughri,Mandla,No,Boundary segment 9663,Yes,Khasra 391,Bhilapur,Yes,Monthly,Mahua,67.53,Degraded,No,Medium,None,Full,Moderate
Barwani Tola,GP Jobat,Jobat,Mandla,No,Boundary segment 9664,Yes,Khasra 338,Alirajpur Falia,Yes,Quarterly,Tendu Leaves,57.02,Good,Yes,High,Partial,Partial,Moderate
Alirajpur Falia,GP Jobat,Niwas,Anuppur,No,Boundary segment 9665,Yes,Khasra 129,Baiga Chak,No,Rare,Tendu Leaves,65.32,Moderate,No,High,Full,Full,Good
Gondwadi,GP Niwas,Niwas,Anuppur,Yes,Boundary segment 9666,No,Khasra 314,Mandla Pur,Yes,Monthly,Bamboo,58.36,Degraded,No,Medium,Full,Full,Moderate
Sheopur Pada,GP Jobat,Sendhwa,Anuppur,No,Boundary segment 9667,Yes,Khasra 142,Barwani Tola,No,Monthly,Tendu Leaves,16.79,Degraded,Yes,Low,Partial,None,Good
Barwani Tola,GP Jobat,Jobat,Mandla,Yes,Boundary segment 9668,No,Khasra 48,Jhabua Kheda,No,Monthly,Mahua,11.25,Degraded,Yes,Medium,None,Full,Poor
Sheopur Pada,GP Bajag,Jobat,Barwani,Yes,Boundary segment 9669,Yes,Khasra 247,Dindori Gaon,No,Rare,Honey,79.98,Good,Yes,High,None,None,Poor
Dindori Gaon,GP Ghughri,Jobat,Mandla,No,Boundary segment 9670,Yes,Khasra 124,Alirajpur Falia,No,Monthly,Multiple,48.81,Moderate,Yes,Low,Full,None,Good
Dindori Gaon,GP Pushparajgarh,Jobat,Jhabua,No,Boundary segment 9671,Yes,Khasra 433,Bhilapur,Yes,Quarterly,Lac,79.27,Degraded,Yes,Low,Full,None,Moderate
Jhabua Kheda,GP Bajag,Bajag,Umaria,No,Boundary segment 9672,Yes,Khasra 414,Baiga Chak,No,Monthly,Lac,71.5,Good,Yes,Low,Partial,Partial,Moderate
Korku Pada,GP Ghughri,Jobat,Mandla,No,Boundary segment 9673,Yes,Khasra 2,Dindori Gaon,No,Rare,Lac,50.95,Degraded,Yes,Low,Full,Full,Moderate
Mandla Pur,GP Ghughri,Bajag,Barwani,No,Boundary segment 9674,No,Khasra 257,Mandla Pur,Yes,Monthly,Bamboo,68.94,Moderate,No,Low,Full,Partial,Moderate
Bhilapur,GP Niwas,Niwas,Jhabua,No,Boundary segment 9675,Yes,Khasra 332,Dindori Gaon,Yes,Monthly,Mahua,25.96,Degraded,No,High,Full,None,Moderate
Bhilapur,GP Jobat,Niwas,Jhabua,Yes,Boundary segment 9676,No,Khasra 345,Sheopur Pada,Yes,Quarterly,Multiple,20.45,Degraded,Yes,Medium,Full,Partial,Good
Gondwadi,GP Pushparajgarh,Bajag,Mandla,No,Boundary segment 9677,Yes,Khasra 194,Baiga Chak,Yes,Monthly,Lac,66.91,Degraded,Yes,Low,Partial,Partial,Good
Gondwadi,GP Niwas,Pali,Dindori,Yes,Boundary segment 9678,Yes,Khasra 295,Korku Pada,Yes,Rare,Bamboo,37.31,Good,No,Low,Partial,Partial,Good
Korku Pada,GP Pati,Pali,Dindori,Yes,Boundary segment 9679,No,Khasra 251,Jhabua Kheda,Yes,Rare,Mahua,11.64,Moderate,No,Medium,Partial,Full,Good
Sheopur Pada,GP Jobat,Bajag,Barwani,No,Boundary segment 9680,No,Khasra 55,Dindori Gaon,No,Quarterly,Bamboo,78.44,Moderate,No,Low,None,Full,Moderate
Alirajpur Falia,GP Pushparajgarh,Niwas,Barwani,Yes,Boundary segment 9681,Yes,Khasra 195,Mandla Pur,Yes,Rare,Mahua,45.75,Good,Yes,High,Full,None,Poor
Barwani Tola,GP Pushparajgarh,Pali,Barwani,Yes,Boundary segment 9682,No,Khasra 373,Korku Pada,No,Monthly,Lac,62.59,Degraded,No,Low,None,Partial,Good
Jhabua Kheda,GP Pati,Niwas,Alirajpur,Yes,Boundary segment 9683,No,Khasra 391,Bhilapur,Yes,Rare,Multiple,21.94,Degraded,No,Medium,Partial,Partial,Good
Dindori Gaon,GP Bajag,Pali,Jhabua,Yes,Boundary segment 9684,Yes,Khasra 467,Jhabua Kheda,Yes,Monthly,Multiple,51.19,Degraded,No,High,Partial,Full,Good
Sheopur Pada,GP Niwas,Bajag,Barwani,Yes,Boundary segment 9685,Yes,Khasra 162,Gondwadi,No,Quarterly,Bamboo,31.85,Degraded,Yes,High,Full,Full,Poor
Sheopur Pada,GP Pati,Jobat,Alirajpur,Yes,Boundary segment 9686,Yes,Khasra 176,Baiga Chak,No,Monthly,Tendu Leaves,78.98,Degraded,Yes,Medium,Partial,Full,Moderate
Korku Pada,GP Ghughri,Jobat,Sheopur,Yes,Boundary segment 9687,No,Khasra 404,Korku Pada,Yes,Quarterly,Tendu Leaves,34.32,Good,No,High,Full,Full,Good
Mandla Pur,GP Pati,Bajag,Barwani,Yes,Boundary segment 9688,Yes,Khasra 6,Korku Pada,No,Quarterly,Bamboo,15.71,Degraded,No,Medium,Partial,Full,Moderate
Barwani Tola,GP Pati,Pali,Sheopur,Yes,Boundary segment 9689,Yes,Khasra 351,Barwani Tola,No,Quarterly,Bamboo,2.48,Moderate,Yes,High,None,None,Poor
Jhabua Kheda,GP Bajag,Bajag,Alirajpur,No,Boundary segment 9690,Yes,Khasra 320,Dindori Gaon,Yes,Rare,Mahua,2.15,Degraded,Yes,Low,None,None,Good
Barwani Tola,GP Bajag,Niwas,Umaria,No,Boundary segment 9691,Yes,Khasra 160,Bhilapur,Yes,Monthly,Mahua,58.21,Good,No,Low,None,Full,Moderate
Mandla Pur,GP Jobat,Pati,Anuppur,No,Boundary segment 9692,Yes,Khasra 69,Sheopur Pada,No,Rare,Tendu Leaves,51.36,Degraded,Yes,High,Partial,None,Good
Jhabua Kheda,GP Bajag,Sendhwa,Alirajpur,Yes,Boundary segment 9693,Yes,Khasra 477,Baiga Chak,No,Quarterly,Honey,3.05,Good,No,Medium,Partial,Partial,Moderate
Alirajpur Falia,GP Jobat,Jobat,Umaria,Yes,Boundary segment 9694,Yes,Khasra 241,Korku Pada,No,Monthly,Honey,62.87,Good,No,High,Partial,Partial,Poor
Dindori Gaon,GP Pati,Jobat,Jhabua,Yes,Boundary segment 9695,Yes,Khasra 424,Baiga Chak,No,Quarterly,Lac,71.09,Degraded,Yes,High,Full,None,Good
Barwani Tola,GP Niwas,Pati,Alirajpur,Yes,Boundary segment 9696,No,Khasra 412,Baiga Chak,No,Quarterly,Multiple,34.69,Moderate,Yes,High,Partial,Partial,Poor
Dindori Gaon,GP Jobat,Pali,Barwani,Yes,Boundary segment 9697,No,Khasra 418,Mandla Pur,No,Quarterly,Honey,45.95,Good,No,High,Partial,Partial,Moderate
Dindori Gaon,GP Ghughri,Jobat,Dindori,Yes,Boundary segment 9698,Yes,Khasra 49,Korku Pada,Yes,Monthly,Mahua,0.23,Degraded,Yes,Medium,Full,None,Poor
Mandla Pur,GP Bajag,Bajag,Mandla,Yes,Boundary segment 9699,Yes,Khasra 330,Barwani Tola,No,Monthly,Multiple,74.66,Good,No,Medium,Partial,Full,Moderate
Barwani Tola,GP Pushparajgarh,Pali,Mandla,Yes,Boundary segment 9700,Yes,Khasra 382,Dindori Gaon,Yes,Rare,Lac,33.35,Degraded,No,Low,None,Partial,Good
Dindori Gaon,GP Bajag,Pati,Alirajpur,No,Boundary segment 9701,No,Khasra 104,Jhabua Kheda,No,Rare,Multiple,27.5,Moderate,Yes,Low,Partial,None,Good
Baiga Chak,GP Pushparajgarh,Pali,Jhabua,No,Boundary segment 9702,No,Khasra 385,Sheopur Pada,Yes,Quarterly,Multiple,67.37,Moderate,No,High,Full,Full,Moderate
Jhabua Kheda,GP Niwas,Pati,Barwani,Yes,Boundary segment 9703,No,Khasra 123,Alirajpur Falia,No,Rare,Tendu Leaves,6.06,Good,No,Low,None,Partial,Good
Alirajpur Falia,GP Jobat,Sendhwa,Anuppur,Yes,Boundary segment 9704,No,Khasra 350,Dindori Gaon,Yes,Quarterly,Bamboo,25.27,Good,No,Medium,Full,Partial,Moderate
Korku Pada,GP Bajag,Niwas,Anuppur,Yes,Boundary segment 9705,Yes,Khasra 30,Mandla Pur,No,Quarterly,Honey,43.64,Good,Yes,Low,Partial,Partial,Poor
Alirajpur Falia,GP Jobat,Ghughri,Mandla,No,Boundary segment 9706,Yes,Khasra 378,Barwani Tola,Yes,Monthly,Tendu Leaves,38.31,Degraded,Yes,High,Full,Partial,Good
Barwani Tola,GP Niwas,Pati,Jhabua,Yes,Boundary segment 9707,No,Khasra 283,Sheopur Pada,Yes,Quarterly,Lac,24.41,Degraded,Yes,High,None,Partial,Moderate
Mandla Pur,GP Ghughri,Ghughri,Alirajpur,Yes,Boundary segment 9708,No,Khasra 341,Baiga Chak,Yes,Quarterly,Honey,48.1,Degraded,Yes,Medium,Full,None,Good
Dindori Gaon,GP Jobat,Pati,Umaria,Yes,Boundary segment 9709,Yes,Khasra 215,Sheopur Pada,Yes,Rare,Lac,17.58,Good,No,Low,Partial,None,Poor
Alirajpur Falia,GP Ghughri,Sendhwa,Anuppur,Yes,Boundary segment 9710,No,Khasra 79,Sheopur Pada,No,Quarterly,Tendu Leaves,62.62,Moderate,Yes,Medium,Partial,Partial,Poor
Alirajpur Falia,GP Jobat,Ghughri,Alirajpur,No,Boundary segment 9711,Yes,Khasra 172,Barwani Tola,No,Quarterly,Mahua,45.43,Good,Yes,Low,Full,Full,Good
Dindori Gaon,GP Niwas,Bajag,Dindori,No,Boundary segment 9712,Yes,Khasra 319,Alirajpur Falia,Yes,Quarterly,Honey,60.82,Degraded,No,High,Partial,Full,Good
Gondwadi,GP Ghughri,Ghughri,Umaria,No,Boundary segment 9713,No,Khasra 203,Mandla Pur,No,Rare,Bamboo,56.73,Moderate,No,Medium,Full,Full,Good
Jhabua Kheda,GP Jobat,Niwas,Mandla,No,Boundary segment 9714,Yes,Khasra 338,Korku Pada,Yes,Monthly,Lac,42.83,Good,No,Medium,None,None,Poor
Gondwadi,GP Jobat,Bajag,Mandla,Yes,Boundary segment 9715,No,Khasra 392,Bhilapur,No,Quarterly,Bamboo,51.71,Good,No,Medium,Full,Full,Moderate
Bhilapur,GP Pushparajgarh,Sendhwa,Jhabua,Yes,Boundary segment 9716,No,Khasra 113,Jhabua Kheda,No,Monthly,Multiple,78.3,Good,Yes,Low,Full,None,Poor
Korku Pada,GP Pushparajgarh,Pati,Alirajpur,No,Boundary segment 9717,Yes,Khasra 269,Mandla Pur,Yes,Rare,Mahua,21.36,Moderate,Yes,Low,Partial,None,Poor
Sheopur Pada,GP Pati,Niwas,Alirajpur,No,Boundary segment 9718,Yes,Khasra 468,Baiga Chak,No,Monthly,Tendu Leaves,52.46,Moderate,No,High,None,None,Poor
Mandla Pur,GP Niwas,Jobat,Barwani,Yes,Boundary segment 9719,No,Khasra 227,Baiga Chak,Yes,Rare,Lac,71.07,Moderate,Yes,Low,None,Full,Poor
Dindori Gaon,GP Niwas,Bajag,Anuppur,Yes,Boundary segment 9720,Yes,Khasra 354,Dindori Gaon,Yes,Monthly,Tendu Leaves,50.07,Degraded,Yes,High,Partial,Full,Good
Gondwadi,GP Jobat,Jobat,Dindori,No,Boundary segment 9721,Yes,Khasra 229,Dindori Gaon,No,Monthly,Bamboo,19.61,Degraded,Yes,High,None,None,Moderate
Baiga Chak,GP Pati,Pati,Mandla,Yes,Boundary segment 9722,Yes,Khasra 12,Mandla Pur,Yes,Rare,Tendu Leaves,33.12,Degraded,Yes,Medium,Full,Full,Good
Barwani Tola,GP Niwas,Pali,Alirajpur,Yes,Boundary segment 9723,No,Khasra 99,Sheopur Pada,No,Monthly,Lac,76.45,Good,No,Low,Full,Full,Good
Dindori Gaon,GP Pati,Pati,Mandla,No,Boundary segment 9724,No,Khasra 24,Jhabua Kheda,No,Rare,Lac,19.28,Moderate,Yes,High,None,Full,Poor
Baiga Chak,GP Jobat,Ghughri,Mandla,Yes,Boundary segment 9725,No,Khasra 115,Gondwadi,Yes,Monthly,Multiple,63.09,Moderate,No,High,Partial,Full,Poor
Korku Pada,GP Niwas,Sendhwa,Barwani,No,Boundary segment 9726,Yes,Khasra 90,Korku Pada,No,Monthly,Mahua,24.37,Moderate,No,Low,None,None,Moderate
Jhabua Kheda,GP Ghughri,Pati,Umaria,Yes,Boundary segment 9727,Yes,Khasra 126,Baiga Chak,Yes,Rare,Bamboo,74.37,Good,No,High,None,None,Poor
Sheopur Pada,GP Niwas,Sendhwa,Alirajpur,No,Boundary segment 9728,Yes,Khasra 93,Mandla Pur,No,Rare,Bamboo,8.39,Good,No,Low,None,Full,Moderate
Mandla Pur,GP Niwas,Ghughri,Jhabua,No,Boundary segment 9729,Yes,Khasra 492,Bhilapur,No,Rare,Bamboo,63.77,Good,Yes,Medium,None,None,Good
Mandla Pur,GP Jobat,Jobat,Barwani,No,Boundary segment 9730,No,Khasra 310,Baiga Chak,Yes,Quarterly,Bamboo,12.78,Moderate,Yes,Low,Full,Partial,Poor
Gondwadi,GP Niwas,Ghughri,Umaria,No,Boundary segment 9731,No,Khasra 75,Barwani Tola,Yes,Monthly,Honey,37.01,Moderate,No,Medium,None,None,Good
Jhabua Kheda,GP Pushparajgarh,Bajag,Anuppur,No,Boundary segment 9732,Yes,Khasra 499,Barwani Tola,Yes,Rare,Lac,16.77,Degraded,No,Low,Full,None,Good
Jhabua Kheda,GP Jobat,Jobat,Anuppur,No,Boundary segment 9733,No,Khasra 176,Baiga Chak,Yes,Monthly,Tendu Leaves,12.46,Degraded,Yes,Medium,Full,Partial,Moderate
Dindori Gaon,GP Jobat,Ghughri,Umaria,No,Boundary segment 9734,Yes,Khasra 46,Mandla Pur,No,Monthly,Mahua,66.31,Degraded,Yes,High,Full,None,Good
Korku Pada,GP Pushparajgarh,Pati,Barwani,Yes,Boundary segment 9735,No,Khasra 432,Mandla Pur,No,Rare,Multiple,40.99,Moderate,No,Low,Partial,Full,Good
Sheopur Pada,GP Niwas,Bajag,Umaria,Yes,Boundary segment 9736,No,Khasra 103,Gondwadi,Yes,Quarterly,Honey,49.64,Degraded,No,High,None,None,Moderate
Gondwadi,GP Pushparajgarh,Bajag,Umaria,Yes,Boundary segment 9737,Yes,Khasra 164,Gondwadi,Yes,Rare,Multiple,2.41,Degraded,Yes,Medium,Partial,Partial,Good
Jhabua Kheda,GP Pushparajgarh,Jobat,Barwani,Yes,Boundary segment 9738,No,Khasra 163,Bhilapur,No,Quarterly,Tendu Leaves,41.34,Good,Yes,High,Partial,Partial,Poor
Dindori Gaon,GP Bajag,Pati,Umaria,No,Boundary segment 9739,No,Khasra 211,Sheopur Pada,No,Monthly,Lac,69.38,Good,Yes,Medium,Full,Partial,Poor
Gondwadi,GP Ghughri,Bajag,Anuppur,Yes,Boundary segment 9740,Yes,Khasra 170,Barwani Tola,Yes,Quarterly,Bamboo,38.89,Good,Yes,Medium,None,Partial,Moderate
Dindori Gaon,GP Pati,Ghughri,Umaria,Yes,Boundary segment 9741,No,Khasra 214,Barwani Tola,No,Quarterly,Multiple,35.44,Degraded,No,High,Partial,None,Poor
Baiga Chak,GP Ghughri,Ghughri,Umaria,No,Boundary segment 9742,Yes,Khasra 342,Korku Pada,No,Quarterly,Lac,49.57,Degraded,Yes,High,Full,None,Poor
Barwani Tola,GP Ghughri,Pali,Sheopur,Yes,Boundary segment 9743,Yes,Khasra 355,Bhilapur,No,Monthly,Tendu Leaves,10.13,Good,Yes,High,None,Partial,Good
Alirajpur Falia,GP Pushparajgarh,Pali,Jhabua,Yes,Boundary segment 9744,Yes,Khasra 67,Mandla Pur,Yes,Quarterly,Mahua,9.97,Good,No,High,Partial,Partial,Good
Jhabua Kheda,GP Ghughri,Jobat,Alirajpur,No,Boundary segment 9745,Yes,Khasra 40,Korku Pada,Yes,Rare,Mahua,70.88,Degraded,Yes,Low,Full,None,Poor
Alirajpur Falia,GP Pati,Pati,Alirajpur,Yes,Boundary segment 9746,No,Khasra 302,Dindori Gaon,Yes,Monthly,Honey,70.75,Moderate,No,High,Full,Partial,Good
Jhabua Kheda,GP Pati,Ghughri,Alirajpur,No,Boundary segment 9747,No,Khasra 137,Bhilapur,No,Monthly,Mahua,58.88,Good,No,Low,None,Partial,Poor
Korku Pada,GP Niwas,Bajag,Anuppur,No,Boundary segment 9748,No,Khasra 144,Korku Pada,No,Monthly,Tendu Leaves,9.17,Moderate,No,High,Full,Full,Poor
Baiga Chak,GP Jobat,Pati,Sheopur,No,Boundary segment 9749,Yes,Khasra 458,Baiga Chak,Yes,Monthly,Multiple,66.14,Moderate,Yes,Medium,None,None,Poor
Korku Pada,GP Niwas,Pali,Alirajpur,Yes,Boundary segment 9750,Yes,Khasra 485,Barwani Tola,No,Rare,Tendu Leaves,54.58,Good,Yes,Medium,Full,Full,Poor
Alirajpur Falia,GP Jobat,Pali,Alirajpur,No,Boundary segment 9751,No,Khasra 215,Sheopur Pada,No,Rare,Bamboo,62.11,Degraded,Yes,Medium,Full,Partial,Good
Sheopur Pada,GP Jobat,Ghughri,Barwani,No,Boundary segment 9752,Yes,Khasra 130,Mandla Pur,No,Rare,Multiple,63.54,Degraded,No,High,None,None,Moderate
Alirajpur Falia,GP Bajag,Pati,Mandla,Yes,Boundary segment 9753,No,Khasra 6,Mandla Pur,Yes,Monthly,Bamboo,55.3,Moderate,Yes,Low,None,Partial,Moderate
Bhilapur,GP Bajag,Sendhwa,Sheopur,No,Boundary segment 9754,No,Khasra 74,Mandla Pur,Yes,Monthly,Bamboo,78.94,Good,Yes,Medium,None,None,Poor
Sheopur Pada,GP Jobat,Niwas,Alirajpur,Yes,Boundary segment 9755,Yes,Khasra 9,Bhilapur,Yes,Rare,Multiple,7.1,Moderate,Yes,Medium,Full,Full,Poor
Barwani Tola,GP Niwas,Sendhwa,Alirajpur,No,Boundary segment 9756,Yes,Khasra 26,Mandla Pur,Yes,Rare,Tendu Leaves,0.82,Degraded,Yes,High,Partial,Full,Moderate
Dindori Gaon,GP Niwas,Bajag,Barwani,No,Boundary segment 9757,Yes,Khasra 50,Jhabua Kheda,No,Monthly,Tendu Leaves,32.1,Degraded,Yes,Low,Partial,None,Poor
Baiga Chak,GP Niwas,Pali,Jhabua,No,Boundary segment 9758,No,Khasra 411,Mandla Pur,No,Monthly,Lac,14.24,Good,No,High,None,Full,Poor
Barwani Tola,GP Ghughri,Pali,Mandla,Yes,Boundary segment 9759,Yes,Khasra 491,Korku Pada,No,Monthly,Lac,53.95,Good,No,Medium,None,Full,Poor
Dindori Gaon,GP Niwas,Pati,Sheopur,No,Boundary segment 9760,No,Khasra 277,Bhilapur,No,Quarterly,Tendu Leaves,61.91,Degraded,No,Low,Full,Full,Poor
Jhabua Kheda,GP Niwas,Pali,Jhabua,Yes,Boundary segment 9761,No,Khasra 395,Korku Pada,Yes,Quarterly,Multiple,19.55,Moderate,Yes,High,None,Partial,Good
Sheopur Pada,GP Bajag,Bajag,Mandla,Yes,Boundary segment 9762,Yes,Khasra 380,Barwani Tola,Yes,Quarterly,Tendu Leaves,66.87,Degraded,No,Medium,Full,Full,Poor
Baiga Chak,GP Jobat,Niwas,Mandla,No,Boundary segment 9763,No,Khasra 94,Barwani Tola,No,Monthly,Bamboo,0.08,Degraded,Yes,Low,Full,Full,Moderate
Baiga Chak,GP Jobat,Pati,Anuppur,No,Boundary segment 9764,No,Khasra 419,Gondwadi,Yes,Quarterly,Mahua,20.08,Moderate,Yes,Medium,Partial,Full,Poor
Sheopur Pada,GP Niwas,Ghughri,Jhabua,No,Boundary segment 9765,Yes,Khasra 422,Bhilapur,No,Monthly,Bamboo,34.1,Good,Yes,Low,None,Partial,Poor
Baiga Chak,GP Pati,Jobat,Jhabua,No,Boundary segment 9766,Yes,Khasra 254,Korku Pada,Yes,Monthly,Honey,42.98,Degraded,No,High,None,None,Poor
Gondwadi,GP Pushparajgarh,Ghughri,Mandla,No,Boundary segment 9767,No,Khasra 150,Mandla Pur,No,Rare,Lac,34.6,Good,Yes,Medium,Partial,Full,Poor
Sheopur Pada,GP Niwas,Pali,Mandla,No,Boundary segment 9768,No,Khasra 366,Sheopur Pada,Yes,Quarterly,Mahua,36.74,Degraded,Yes,High,Full,Partial,Moderate
Mandla Pur,GP Jobat,Niwas,Mandla,No,Boundary segment 9769,No,Khasra 208,Alirajpur Falia,Yes,Rare,Mahua,29.06,Degraded,No,Medium,None,None,Poor
Sheopur Pada,GP Bajag,Sendhwa,Umaria,Yes,Boundary segment 9770,Yes,Khasra 449,Alirajpur Falia,No,Rare,Bamboo,76.86,Degraded,No,High,Partial,Partial,Moderate
Baiga Chak,GP Bajag,Pali,Anuppur,Yes,Boundary segment 9771,Yes,Khasra 199,Gondwadi,Yes,Rare,Honey,45.19,Good,No,Low,None,None,Poor
Baiga Chak,GP Pushparajgarh,Jobat,Barwani,No,Boundary segment 9772,No,Khasra 471,Mandla Pur,No,Rare,Multiple,79.36,Degraded,Yes,Low,Partial,Partial,Moderate
Sheopur Pada,GP Niwas,Sendhwa,Umaria,Yes,Boundary segment 9773,No,Khasra 419,Baiga Chak,Yes,Quarterly,Lac,22.63,Good,Yes,Medium,Partial,None,Good
Korku Pada,GP Jobat,Jobat,Alirajpur,Yes,Boundary segment 9774,Yes,Khasra 316,Bhilapur,Yes,Rare,Tendu Leaves,35.99,Moderate,Yes,Medium,None,None,Moderate
Gondwadi,GP Ghughri,Sendhwa,Jhabua,No,Boundary segment 9775,Yes,Khasra 419,Gondwadi,No,Quarterly,Bamboo,17.73,Moderate,No,Low,Partial,Full,Moderate
Baiga Chak,GP Jobat,Pali,Anuppur,No,Boundary segment 9776,Yes,Khasra 419,Baiga Chak,Yes,Rare,Mahua,45.55,Degraded,Yes,Medium,Full,None,Moderate
Jhabua Kheda,GP Ghughri,Pati,Mandla,Yes,Boundary segment 9777,Yes,Khasra 139,Alirajpur Falia,Yes,Rare,Tendu Leaves,31.99,Degraded,No,High,Partial,None,Moderate
Baiga Chak,GP Ghughri,Niwas,Alirajpur,No,Boundary segment 9778,No,Khasra 6,Baiga Chak,Yes,Quarterly,Tendu Leaves,5.15,Degraded,Yes,Low,Full,Partial,Good
Alirajpur Falia,GP Pati,Ghughri,Umaria,Yes,Boundary segment 9779,Yes,Khasra 433,Barwani Tola,Yes,Rare,Bamboo,7.43,Moderate,No,Medium,Full,None,Moderate
Bhilapur,GP Pati,Pali,Jhabua,Yes,Boundary segment 9780,Yes,Khasra 70,Korku Pada,Yes,Rare,Multiple,74.61,Moderate,Yes,Low,Full,Full,Good
Gondwadi,GP Pati,Bajag,Sheopur,Yes,Boundary segment 9781,No,Khasra 285,Bhilapur,No,Monthly,Mahua,52.86,Degraded,No,Low,None,Partial,Moderate
Barwani Tola,GP Bajag,Jobat,Dindori,No,Boundary segment 9782,No,Khasra 373,Barwani Tola,No,Quarterly,Mahua,19.88,Moderate,No,Low,Partial,None,Good
Sheopur Pada,GP Niwas,Jobat,Mandla,Yes,Boundary segment 9783,Yes,Khasra 68,Dindori Gaon,No,Rare,Bamboo,9.17,Degraded,No,Low,Full,Full,Good
Korku Pada,GP Bajag,Bajag,Jhabua,Yes,Boundary segment 9784,No,Khasra 386,Korku Pada,Yes,Rare,Bamboo,69.57,Degraded,No,Low,None,None,Poor
Sheopur Pada,GP Bajag,Pali,Jhabua,No,Boundary segment 9785,No,Khasra 465,Mandla Pur,Yes,Monthly,Honey,5.9,Good,No,High,Partial,Partial,Moderate
Gondwadi,GP Pati,Pati,Jhabua,Yes,Boundary segment 9786,No,Khasra 74,Gondwadi,Yes,Quarterly,Mahua,5.56,Moderate,Yes,Low,None,Partial,Good
Barwani Tola,GP Pati,Sendhwa,Mandla,Yes,Boundary segment 9787,No,Khasra 435,Bhilapur,No,Rare,Honey,9.22,Degraded,Yes,High,None,None,Good
Korku Pada,GP Pushparajgarh,Pali,Alirajpur,Yes,Boundary segment 9788,Yes,Khasra 339,Alirajpur Falia,No,Rare,Multiple,74.07,Moderate,Yes,Low,None,Full,Good
